,title,doi,publisher
220,"1 Welcome, Agenda, Actions, Recommendations",10.2307/j.ctt1t8968r.3,Bristol University Press
221,2018 ASPHO ABSTRACTS,10.1002/pbc.25998,Wiley
222,"2018 Benjamin Franklin Medal in Electrical Engineering presented to Manijeh Razeghi, Sc.D.",10.1016/j.jfranklin.2020.01.038,Elsevier BV
223,"2018 Benjamin Franklin Medal in Physics presented to Helen Rhoda Arnold Quinn, Ph.D.",10.1016/j.jfranklin.2020.01.037,Elsevier BV
224,20: Societal Issues,10.1007/978-0-387-68909-8,Springer New York
225,20 years of research on virtual reality and augmented reality in tourism context: A text-mining approach,10.1016/j.tourman.2019.104028,Elsevier BV
226,22nd International Abstracts Book,10.1016/j.jval.2017.05.005,Elsevier BV
227,250 Years of Industrial Consumption and Transformation of Nature: Impacts on Global Ecosystems and Life,10.2174/97816810860191170101,BENTHAM SCIENCE PUBLISHERS
228,2: Fundamentals of big data in radio astronomy,10.1016/b978-0-12-819084-5.00010-9,Elsevier
229,2: Providing Structure to Unstructured Data,10.1016/b978-0-12-815609-4.00002-9,Elsevier
230,2: The expanding universe,10.1093/oso/9780198816461.003.0008,Oxford University Press
231,"3310 LOGIC2: Phase 2, multi-center, open-label study of sequential encorafenib/binimetinib combination followed by a rational combination with targeted agents after progression, to overcome resistance in adult patients with locally-advanced or metastatic BRAF V600 melanoma",10.1016/s0959-8049(16)31828-7,Elsevier BV
232,"3312 XPC (A2920C), XPF (T30028C), TP53 (Arg72Pro) and GSTP1 (Ile105Val) Polymorphisms in Prognosis of Patients with Cutaneous Melanoma",10.1016/s0959-8049(16)31830-5,Elsevier BV
233,33 Evolutionary History of Life,10.1093/med-psych/9780190246846.003.0004,Oxford University Press
234,38th Annual WKU Student Research Conference,10.18260/1-2--8506,ASEE Conferences
235,3D organoid-derived human glomeruli for personalised podocyte disease modelling and drug screening,10.3410/f.734562795.793556839,Faculty Opinions Ltd
236,"3D printers, 128, 130",10.1007/978-1-4302-4393-9_1,Apress
237,3: The fundamental equations of cosmology,10.1016/b978-0-12-815948-4.00009-7,Elsevier
238,"484 A/A7L/RE [DECEMBER 3o, 1915",10.1007/bf01602673,Springer Science and Business Media LLC
239,4: Mobile phone-based diabetic retinopathy detection system,10.1016/b978-0-12-817440-1.00004-8,Elsevier
240,4. Reconfigurations of Screen Borders: The New or Not-So-New Aspect Ratios,10.2307/j.ctv12pnt9c.8,Amsterdam University Press
241,4: The origin of species,10.1515/9781400833573.1,Princeton University Press
242,4-Years B. TECH,10.15215/aupress/9781771993050.01,Athabasca University Press
243,5: The inhomogeneous universe: matter & radiation,10.1016/b978-0-12-815948-4.00011-5,Elsevier
244,"67o A/47TI/AA [JANUARY 2o, 1921",10.1038/scientificamerican11201847-67o,Springer Science and Business Media LLC
245,6-OHDA-induced dopaminergic neurodegeneration in Caenorhabditis elegans is promoted by the engulfment pathway and inhibited by the transthyretin-related protein TTR-33,10.1101/198606,Cold Spring Harbor Laboratory
246,6: Smartphone-based nanodevices for in-field diagnosis,10.1016/b978-0-12-817923-9.00006-7,Elsevier
247,7: Flux calibration for single-dish radio telescopes,10.1016/b978-0-12-819084-5.00015-8,Elsevier
248,8: Growth of structure: linear theory,10.1016/b978-0-12-815948-4.00014-0,Elsevier
249,8: OPTIMIZING POLYMERIC STRUCTURES IN ORGANIC OPTOELECTRONICS,10.1016/b978-1-927885-67-3.50013-4,Elsevier
250,9: The cosmic microwave background,10.1093/oso/9780198816461.003.0009,Oxford University Press
251,A 10-step lifecycle management system to improve harmonization of omics data analysis workflows,10.1089/clinomi.01.09.05,Mary Ann Liebert Inc
252,"A30 Norovirus epidemiology and diversity in South Africa, 2009–2016",10.1093/ve/vey010.029,Oxford University Press (OUP)
253,A Basic Concept of Research Scholar Students: A Protocol of Resrearch,10.15373/22778179/oct2013/38,The Global Journals
254,A Biologic Perspective on Sexual Orientation,10.1016/s0193-953x(18)30071-6,Elsevier BV
255,A Biosemiotic Ontology: The Philosophy of Giorgio Prodi,10.1007/978-3-319-97903-8,Springer International Publishing
256,A Blended Artificial Intelligence Approach for Spectral Classification of Stars in Massive Astronomical Surveys,10.3390/e22050518,MDPI AG
257,A Bluetooth Low Energy Dataset for the Analysis of Social Interactions with Commercial Devices,10.1016/j.dib.2020.106102,Elsevier BV
258,Abnormal Microglia and Enhanced Inflammation-Related Gene Transcription in Mice with Conditional Deletion of Ctcf in Camk2a-Cre-Expressing Neurons.,10.1523/jneurosci.0936-17.2017,Society for Neuroscience
259,ABP Directory,10.1111/jopr.12569,Wiley
260,"A Caenorhabditis elegans Zinc Finger Transcription Factor, ztf-6, Required for the Specification of a Dopamine Neuron-Producing Lineage",10.1534/g3.117.300132,Genetics Society of America
261,"A Caenorhabditis elegans Zinc Finger Transcription Factor, ztf-6, Required for the Specification of a Dopamine Neuron-Producing Lineage Maria",10.1534/g3.117.300132,Genetics Society of America
262,Acarbose Protects From Central and Peripheral Metabolic Imbalance Induced by Benzene Exposure,10.1101/2020.03.19.998567,Cold Spring Harbor Laboratory
263,Accelerated pharmaceutical repurposing,10.4324/9781315641812-4,Routledge
264,Accelerating sensitivity analysis in microscopy image segmentation workflows with multi-level computation and data reuse,10.1109/cluster.2017.28,IEEE
265,Accelerating universe in hybrid and logarithmic teleparallel gravity,10.1016/j.dark.2020.100551,Elsevier BV
266,Accepted Posters,10.1111/j.1747-0080.2012.01611.x,Wiley
267,"Accessible, Transparent and Reproducible Analysis with Galaxy",10.1186/gb-2010-11-8-r86,Springer Science and Business Media LLC
268,Accessing the T-Cell and B-Cell Immuno-Dominant Peptides from A. baumannii Biofilm Associated Protein (bap) as Vaccine Candidates: A Computational Approach,10.1007/s10989-020-10064-0,Springer Science and Business Media LLC
269,Accretion of perfect fluids onto a class of regular black holes,10.1002/9783527617661.ch14,Wiley-VCH Verlag GmbH
270,Accretion rate in AGN and X-ray-to-optical flux ratio at z $\le $0.2,10.1063/1.55904,AIP
271,Accuracy of short tandem repeats genotyping tools in whole exome sequencing data,10.1101/2020.02.03.933002,Cold Spring Harbor Laboratory
272,A cellular memetic algorithm for the examination timetabling problem,10.1016/j.cor.2018.02.009,Elsevier BV
273,A Chemometrics Approach to the Investigation of the Intraspecific Variability of the Volatile Oil of Eupatorium tremulum from Southern Brazil,10.1021/acs.jnatprod.6b00313.s001,American Chemical Society (ACS)
274,A Christmas Gift To You From GigaScience. Scientists have Unwrapped the Reindeer Genome.,10.1037/e520952004-001,American Psychological Association (APA)
275,A citation study of earth science projects in citizen science,10.5334/cstp.152,"Ubiquity Press, Ltd."
276,A Cognitive Decomposition to Empirically Study Human Performance in Control Room Environments,10.1016/j.ijhcs.2020.102438,Elsevier BV
277,A combined tissue engineered/in silico signature tool for patient stratification in lung cancer,10.1002/1878-0261.12323,Wiley
278,A Common Variant at the 14q32 Endometrial Cancer Risk Locus Activates AKT1 through YY1 Binding,10.1016/j.ajhg.2016.04.012,Elsevier BV
279,A component-based framework for certification of components in a cloud of HPC services,10.5220/0006306802290240,SCITEPRESS - Science and Technology Publications
280,A comprehensive comparison of tools for differential ChIP-seq analysis,10.1093/bib/bbv110,Oxford University Press (OUP)
281,A Comprehensive Overview of Biometric Fusion,10.1016/j.inffus.2018.12.003,Elsevier BV
282,A comprehensive overview of lncRNA annotation resources,10.1093/bib/bbw015,Oxford University Press (OUP)
283,A Comprehensive Study on Enterprise Wi-Fi Access Points Power Consumption,10.1109/access.2019.2928754,Institute of Electrical and Electronics Engineers (IEEE)
284,A Computational Approach to Quantify the Benefits of Ridesharing for Policy Makers and Travellers,10.1109/tits.2019.2954982,Institute of Electrical and Electronics Engineers (IEEE)
285,A continuous linear optimal transport approach for pattern analysis in image datasets,10.1016/j.patcog.2015.09.019,Elsevier BV
286,Acta Neuropathologica Germline and somatic FGFR1 abnormalities in dysembryoplastic neuroepithelial tumors,10.1093/med/9780190696696.003.0005,Oxford University Press
287,Activation of glycerol metabolism in Xanthomonas campestris by adaptive evolution to produce a high-transparency and low-viscosity xanthan gum from glycerol,10.1016/j.biortech.2016.03.096,Elsevier BV
288,Activation of Oncogenic Super-Enhancers Is Coupled with DNA Repair by RAD51,10.2139/ssrn.3305562,Elsevier BV
289,Activation of the Innate Immune Receptors: Guardians of the Micro Galaxy : Activation and Functions of the Innate Immune Receptors,10.1007/978-981-10-5987-2_1,Springer Singapore
290,Actively personalized cancer vaccines–the step into clinical application,10.1158/1078-0432.ccr-05-1101,American Association for Cancer Research (AACR)
291,Active mode of excretion across digestive tissues predates the origin of excretory organs,10.1101/136788,Cold Spring Harbor Laboratory
292,Active site structures of CYP11A1 in the presence of its physiological substrates and alterations upon binding of Adrenodoxin,10.1021/acs.biochem.7b00766.s001,American Chemical Society (ACS)
293,A cuBLAS-based GPU correlation engine for a low-frequency radio telescope,10.1016/j.ascom.2020.100407,Elsevier BV
294,Acute doses of caffeine shift nervous system cell expression profiles toward promotion of neuronal projection growth,10.1038/s41598-017-11574-6,Springer Science and Business Media LLC
295,Adaptable Data Download Schedules for Agile Earth-Observing Satellites,10.2514/1.i010383,American Institute of Aeronautics and Astronautics (AIAA)
296,"Adapting smartphone app used in water testing, for soil nutrient analysis",10.1016/j.compag.2020.105532,Elsevier BV
297,Adaptive and Personalized Systems Based on Semantics,10.1007/978-3-030-05618-6_5,Springer International Publishing
298,A data warehouse hybrid design framework using domain ontologies for local good-governance assessment,10.1108/tg-04-2019-0025,Emerald
299,A Deep Learning Approach for Automatic Detection of Fake News,10.1109/ijcnn48605.2020.9207477,IEEE
300,A Deep Learning Approach to generate Beethoven's 10th Symphony,10.1093/acprof:oso/9780190469023.003.0006,Oxford University Press
301,A demonstration of the H3 trimethylation ChIP-seq analysis of galline follicular mesenchymal cells and male germ cells,10.5713/ajas.17.0744,Asian Australasian Association of Animal Production Societies
302,ADENO-ASSOCIATED VIRUSES ENGINEERED FOR SELECTABLE TROPISM,10.1016/s1525-0016(16)35133-4,Elsevier BV
303,Adhesion GPCRs in Kidney Development and Disease,10.1007/978-1-4419-7913-1_16,Springer US
304,A Dictionary of Epidemiology,10.1093/acref/9780195314496.001.0001,Oxford University Press
305,A Disinhibitory Microcircuit Mediates Conditioned Social Fear in the Prefrontal Cortex,10.3410/f.718490093.793497267,Faculty Opinions Ltd
306,Adjoint Hamiltonian Monte Carlo algorithm for the estimation of elastic modulus through the inversion of elastic wave propagation data,10.1002/nme.6256,Wiley
307,Admission Round 2019,10.1109/icecco48375.2019.9043263,IEEE
308,A driver role for GABA metabolism in controlling stem and proliferative cell state through GHB production in glioma,10.1007/s00401-016-1659-5,Springer Science and Business Media LLC
309,Advanced Writing,10.5040/9781474211710.ch-007,Bloomsbury Academic
310,"Advancement and prospects of bioinformatics analysis for studying bioactive peptides from food-derived protein: sequence, structure, and functions",10.1016/j.trac.2018.04.005,Elsevier BV
311,Advances in Analyzing Virus-Induced Alterations of Host Cell Splicing,10.1016/j.tim.2018.11.004,Elsevier BV
312,"Advances in artificial neural networks, machine learning and computational intelligence: Selected papers from the 26th European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning (ESANN 2018)",10.1016/j.neucom.2018.01.090,Elsevier BV
313,Advances in Esthetic Implant Dentistry,10.1002/9781119286707.ch1,"John Wiley & Sons, Ltd"
314,Advances in Space Radiation Physics and Transport at NASA,10.1016/0273-1177(94)90462-6,Elsevier BV
315,Advances in the knowledge about kidney decellularization and repopulation,10.3389/fbioe.2017.00034,Frontiers Media SA
316,Advances in the molecular classification of pediatric brain tumors: A guide to the galaxy,10.1002/path.5457,Wiley
317,Advances of Vibrational Circular Dichroism (VCD) in bioanalytical chemistry. A review,10.1016/j.aca.2017.08.014,Elsevier BV
318,Adventures in Data Citation: sorghum as a standard for data release,10.1186/1756-0500-5-223,Springer Science and Business Media LLC
319,A Family History of Illness: Memory as Medicine,10.1093/med/9780199398690.003.0008,Oxford University Press
320,A Family of Vertebrate-Specific Polycombs Encoded by the LCOR/LCORL Genes Balance PRC2 Subtype Activities,10.1016/j.molcel.2018.03.005,Elsevier BV
321,A FCA-based Framework for Discovering Hidden Knowledge from Twitter Content,10.14257/ijseia.2016.10.1.24,Global Vision Press
322,A feast for your mind over the next year,10.1016/s0262-4079(20)30026-9,Elsevier BV
323,A fln-2 mutation affects lethal pathology and lifespan in C. elegans,10.1038/s41467-019-13062-z,Springer Science and Business Media LLC
324,A Fourier-invariant method for locating point-masses and computing their attributes,10.1016/j.acha.2017.08.010,Elsevier BV
325,A Framework for Accessible Cluster-enabled Epistatic Analysis,10.1007/978-3-319-58943-5_35,Springer International Publishing
326,A framework for designing mathematics instruction using comics at the primary school level,10.7468/jksmec.2016.19.3.249,Korea Society of Mathematical Education
327,A Framework for Digital Marketing Research: Investigating the Four Cultural Eras of Digital Marketing,10.1016/j.intmar.2019.08.002,Elsevier BV
328,A framework for the recognition of horse gaits through wearable devices,10.1016/j.pmcj.2020.101213,Elsevier BV
329,A functional strategy to characterize expression Quantitative Trait Loci,10.1007/s00439-017-1849-9,Springer Science and Business Media LLC
